Date,Total spent,Impressions,Clicks,CTR,CPM,CPC,Leads,Lead Conv. Rate,Cost per lead,Web Conv,Web CVR,Cost per Web Conv
"Jul 9, 2025",6178.894690665175,62725,480,0.007652451175767238,98.5076873760889,12.872697272219115,39,0.08125,158.43319719654295,0,0,null
"Jul 8, 2025",12215.499999999995,148411,1035,0.006973876599443437,82.30858898599156,11.802415458937192,64,0.06183574879227053,190.86718749999991,1,0.000966183574879227,12215.499999999995
"Jul 7, 2025",12481.57,153954,1077,0.0069955960871429124,81.07337256583135,11.58920148560817,90,0.08356545961002786,138.68411111111112,12,0.011142061281337047,1040.1308333333334
"Jul 6, 2025",10778.230000000001,114308,949,0.008302131084438535,94.29112573048256,11.357460484720761,62,0.06533192834562697,173.84241935483874,1,0.001053740779768177,10778.230000000001
"Jul 5, 2025",10139.729999999996,103087,917,0.008895399031885689,98.36089904643647,11.057502726281347,53,0.05779716466739367,191.31566037735843,1,0.0010905125408942203,10139.729999999996
"Jul 4, 2025",7221.34,68335,610,0.008926611546059853,105.67556888856369,11.838262295081968,48,0.07868852459016394,150.44458333333333,0,0,null
"Jul 3, 2025",9583.050000000003,92313,800,0.008666168361985853,103.81040590166069,11.978812500000004,70,0.0875,136.90071428571432,4,0.005,2395.7625000000007
"Jul 2, 2025",9008.379999999997,99972,782,0.007822190213259713,90.10903052854796,11.519667519181583,62,0.0792838874680307,145.29645161290318,18,0.023017902813299233,500.4655555555554
"Jul 1, 2025",9263.44,92465,808,0.008738441572486887,100.18320445574001,11.464653465346535,65,0.08044554455445545,142.51446153846155,7,0.008663366336633664,1323.3485714285714
"Jun 30, 2025",7350.799999999999,76988,586,0.00761157582999948,95.47981503610951,12.544027303754264,44,0.07508532423208192,167.06363636363633,12,0.020477815699658702,612.5666666666666
"Jun 29, 2025",6545.3499999999985,55236,569,0.010301252806140923,118.49789992034178,11.503251318101931,39,0.06854130052724078,167.82948717948713,2,0.0035149384885764497,3272.6749999999993
"Jun 28, 2025",7710.009999999999,62518,619,0.009901148469240858,123.32464250295914,12.455589660743133,37,0.05977382875605816,208.37864864864864,0,0,null
"Jun 27, 2025",7729.66,82186,638,0.0077628793225123505,94.05081157374735,12.115454545454545,54,0.08463949843260188,143.14185185185184,10,0.01567398119122257,772.966
"Jun 26, 2025",9468.63,105463,776,0.00735803077856689,89.78153475626523,12.201842783505153,50,0.06443298969072164,189.37259999999998,5,0.006443298969072165,1893.7259999999999
"Jun 25, 2025",8377.049999999996,83483,630,0.0075464465819388375,100.3443814908424,13.296904761904756,63,0.1,132.96904761904756,5,0.007936507936507936,1675.4099999999992
"Jun 24, 2025",8476.87,88394,658,0.0074439441591058215,95.89870353191395,12.882781155015198,49,0.07446808510638298,172.99734693877554,36,0.0547112462006079,235.46861111111113
"Jun 23, 2025",8031.400000000001,78372,622,0.007936507936507936,102.4779257898229,12.912218649517685,51,0.0819935691318328,157.47843137254904,15,0.024115755627009645,535.4266666666667
"Jun 22, 2025",7229.980000000002,64127,607,0.009465591716437695,112.74470971665605,11.911004942339378,36,0.05930807248764415,200.83277777777784,5,0.008237232289950576,1445.9960000000005
"Jun 21, 2025",7193.019999999999,59511,606,0.010182991379744922,120.86874695434454,11.869669966996698,37,0.06105610561056106,194.40594594594592,0,0,null
"Jun 20, 2025",7880.95,81305,644,0.007920792079207921,96.93069306930694,12.237499999999999,55,0.08540372670807453,143.29,3,0.004658385093167702,2626.983333333333
"Jun 19, 2025",9212.600000000002,92938,704,0.00757494243474144,99.12629925326564,13.086079545454549,67,0.09517045454545454,137.50149253731345,3,0.004261363636363636,3070.8666666666672
"Jun 18, 2025",8163.939999999999,94963,663,0.0069816665438118,85.96969345955792,12.31363499245852,50,0.07541478129713423,163.27879999999996,22,0.033182503770739065,371.08818181818174
"Jun 17, 2025",8576.539999999999,97053,691,0.007119821128661659,88.36965369437316,12.411780028943559,68,0.09840810419681621,126.1255882352941,7,0.010130246020260492,1225.2199999999998
"Jun 16, 2025",7283.97,79805,602,0.007543387005826702,91.27210074556733,12.099617940199336,47,0.07807308970099668,154.978085106383,22,0.036544850498338874,331.0895454545455
"Jun 15, 2025",5922.060000000001,58610,521,0.008889268042996076,101.04180174031738,11.36671785028791,30,0.05758157389635317,197.40200000000004,0,0,null
"Jun 14, 2025",6007.839999999998,62239,538,0.008644097752213243,96.5285431963881,11.16698884758364,34,0.06319702602230483,176.7011764705882,1,0.0018587360594795538,6007.839999999998
"Jun 13, 2025",8003.489999999999,80706,640,0.007930017594726538,99.16846331127796,12.505453124999999,55,0.0859375,145.51799999999997,3,0.0046875,2667.8299999999995
"Jun 12, 2025",8181.859999999999,78365,629,0.008026542461558093,104.40706948254959,13.00772655007949,58,0.09220985691573927,141.06655172413792,4,0.006359300476947536,2045.4649999999997
"Jun 11, 2025",8386.039999999999,80129,664,0.008286637796553057,104.65674100512922,12.629578313253012,66,0.09939759036144578,127.06121212121211,15,0.022590361445783132,559.0693333333332
"Jun 10, 2025",9047.82,104068,718,0.0068993350501595115,86.94142291578582,12.60142061281337,71,0.0988857938718663,127.43408450704224,16,0.022284122562674095,565.48875
"Jun 9, 2025",7200.190000000002,92793,590,0.00635823822917677,77.59410731412933,12.203711864406783,37,0.06271186440677966,194.5997297297298,16,0.02711864406779661,450.01187500000015
"Jun 8, 2025",3845.370000000001,33952,309,0.009101083883129123,113.25901272384544,12.444563106796119,25,0.08090614886731391,153.81480000000002,0,0,null
"Jun 7, 2025",8817.239999999996,91004,753,0.008274361566524549,96.88848841809147,11.709482071713142,62,0.08233731739707835,142.21354838709672,2,0.0026560424966799467,4408.619999999998
"Jun 6, 2025",9432.309999999998,109138,810,0.0074217962579486525,86.4255346442119,11.644827160493824,56,0.0691358024691358,168.4341071428571,16,0.019753086419753086,589.5193749999999
"Jun 5, 2025",9880.359999999997,108311,797,0.00735844004764059,91.22212886964387,12.396938519447925,72,0.0903387703889586,137.22722222222217,10,0.012547051442910916,988.0359999999997
"Jun 4, 2025",9151.619999999999,103441,743,0.007182838526309684,88.47188252240407,12.317119784656795,65,0.08748317631224764,140.79415384615382,18,0.024226110363391656,508.4233333333333
"Jun 3, 2025",9208.66,108144,720,0.006657789613848202,85.15183459091581,12.789805555555555,64,0.08888888888888889,143.8853125,21,0.029166666666666667,438.507619047619
"Jun 2, 2025",9296.900000000003,118338,735,0.006211022663894945,78.5622538829455,12.64884353741497,68,0.09251700680272108,136.71911764705888,14,0.01904761904761905,664.0642857142859
"Jun 1, 2025",11914.539999999995,100647,823,0.008177094200522619,118.37948473377246,14.476962332928306,61,0.07411907654921021,195.3203278688524,3,0.0036452004860267314,3971.513333333332
"May 31, 2025",12502.010000000004,97765,813,0.008315859458906562,127.87817726180128,15.377626076260768,63,0.07749077490774908,198.44460317460323,8,0.00984009840098401,1562.7512500000005
"May 30, 2025",11743.389999999998,92299,690,0.0074757039621231,127.23203935037213,17.019405797101445,76,0.11014492753623188,154.51828947368418,13,0.01884057971014493,903.3376923076921
"May 29, 2025",11686.699999999997,95137,706,0.007420877261212777,122.84074545129651,16.553399433427757,72,0.10198300283286119,162.31527777777774,15,0.021246458923512748,779.1133333333331
"May 28, 2025",11996.18,113521,794,0.006994300613983316,105.67366390359494,15.108539042821159,78,0.0982367758186398,153.79717948717948,14,0.017632241813602016,856.87
"May 27, 2025",5971.410000000001,89338,585,0.006548165394345071,66.8406501152925,10.207538461538462,48,0.08205128205128205,124.40437500000002,4,0.006837606837606838,1492.8525000000002
"May 26, 2025",4158.8099999999995,45854,408,0.008897806080167488,90.69677672613075,10.19316176470588,23,0.056372549019607844,180.8178260869565,12,0.029411764705882353,346.56749999999994
"May 25, 2025",5448.380000000001,62206,532,0.00855222968845449,87.58608494357459,10.241315789473687,43,0.08082706766917293,126.706511627907,3,0.005639097744360902,1816.126666666667
"May 24, 2025",6717.16,76418,673,0.00880682561700123,87.90023292941454,9.980921248142645,48,0.0713224368499257,139.94083333333333,3,0.004457652303120356,2239.0533333333333
"May 23, 2025",7834.419999999999,97727,742,0.007592579328128357,80.1663818596703,10.558517520215633,83,0.11185983827493262,94.39060240963855,23,0.03099730458221024,340.6269565217391
"May 22, 2025",7891.779999999999,104826,765,0.0072978077957758574,75.28456680594509,10.316052287581698,73,0.09542483660130718,108.10657534246573,17,0.022222222222222223,464.2223529411764
"May 21, 2025",8011.639999999999,102630,799,0.007785247978174023,78.0633343077073,10.027083854818523,63,0.07884856070087609,127.16888888888887,26,0.03254067584480601,308.14
"May 20, 2025",7931.349999999999,109889,788,0.007170872425811501,72.17601397774118,10.06516497461929,74,0.09390862944162437,107.1804054054054,9,0.011421319796954314,881.2611111111111
"May 19, 2025",6289.6,90355,599,0.00662940623097781,69.60987217088152,10.50016694490818,69,0.11519198664440734,91.1536231884058,9,0.015025041736227046,698.8444444444444
"May 18, 2025",7294.969999999999,107643,835,0.007757123082782902,67.7700361379746,8.73649101796407,53,0.06347305389221557,137.6409433962264,0,0,null
"May 17, 2025",7584.5999999999985,97902,772,0.007885436456865028,77.47134889992032,9.824611398963729,54,0.06994818652849741,140.45555555555552,0,0,null
"May 16, 2025",8162.130000000001,120758,824,0.006823564484340582,67.59080143758592,9.905497572815536,72,0.08737864077669903,113.36291666666668,18,0.021844660194174758,453.4516666666667
"May 15, 2025",7776.649999999997,115553,755,0.006533798343617215,67.29942104488846,10.300198675496684,71,0.09403973509933775,109.5302816901408,7,0.009271523178807948,1110.9499999999996
"May 14, 2025",8160.62,131972,791,0.0059936956324068745,61.83599551419998,10.316839443742099,79,0.09987357774968394,103.29898734177215,15,0.018963337547408345,544.0413333333333
"May 13, 2025",8715.64,130820,876,0.006696223818987922,66.623146307904,9.949360730593607,83,0.09474885844748858,105.00771084337349,12,0.0136986301369863,726.3033333333333
"May 12, 2025",7596.439999999998,114727,756,0.006589556076599231,66.21318434195959,10.048201058201055,51,0.06746031746031746,148.9498039215686,8,0.010582010582010581,949.5549999999997
"May 11, 2025",6135.350000000001,80030,653,0.008159440209921279,76.66312632762715,9.395635528330782,44,0.06738131699846861,139.43977272727275,0,0,null
"May 10, 2025",6629.389999999999,83713,681,0.008134937225998352,79.19188178658034,9.734787077826725,45,0.06607929515418502,147.31977777777777,4,0.005873715124816446,1657.3474999999999
"May 9, 2025",6690.349999999999,97264,653,0.006713686461589077,68.78547047211713,10.245558958652373,62,0.09494640122511486,107.90887096774193,2,0.0030627871362940277,3345.1749999999997
"May 8, 2025",8524.749999999998,120898,848,0.007014177240318285,70.51191913844727,10.052771226415093,77,0.09080188679245282,110.71103896103894,13,0.015330188679245283,655.7499999999999
"May 7, 2025",8284.579999999998,114040,782,0.006857243072606103,72.64626446860748,10.59409207161125,70,0.08951406649616368,118.35114285714283,10,0.01278772378516624,828.4579999999999
"May 6, 2025",9115.92,132737,866,0.0065241793923322055,68.67655589624597,10.52646651270208,75,0.08660508083140878,121.54560000000001,48,0.05542725173210162,189.915
"May 5, 2025",9174.199999999999,128614,883,0.006865504532943536,71.33127031271867,10.389807474518685,71,0.08040770101925254,129.21408450704223,53,0.06002265005662514,173.09811320754716
"May 4, 2025",8843.950000000003,110331,923,0.008365735831271356,80.15834171719646,9.581744312026006,52,0.056338028169014086,170.0759615384616,6,0.0065005417118093175,1473.991666666667
"May 3, 2025",8234.23,112091,852,0.0076009670713973465,73.46022428205653,9.664589201877934,47,0.05516431924882629,175.1963829787234,6,0.007042253521126761,1372.3716666666667
"May 2, 2025",9077.29,132070,878,0.0066479897024305295,68.73090028015447,10.33859908883827,74,0.08428246013667426,122.66608108108109,5,0.0056947608200455585,1815.458
"May 1, 2025",10147.890000000001,156950,994,0.006333227142402039,64.6568333864288,10.209144869215294,95,0.09557344064386318,106.81989473684212,7,0.007042253521126761,1449.6985714285715
"Apr 30, 2025",8141.419999999999,127192,783,0.006156047550160387,64.00889993081326,10.39772669220945,75,0.09578544061302682,108.55226666666665,8,0.010217113665389528,1017.6774999999999
"Apr 29, 2025",7954.89,114497,744,0.006497986846816947,69.47684218800492,10.692056451612904,72,0.0967741935483871,110.48458333333333,31,0.041666666666666664,256.6093548387097
"Apr 28, 2025",5906.91,90251,581,0.006437601799426045,65.449801110237,10.166798623063682,50,0.08605851979345955,118.1382,20,0.03442340791738382,295.3455
"Apr 27, 2025",5322.590000000001,65204,540,0.008281700509171217,81.62980798724007,9.85664814814815,46,0.08518518518518518,115.70847826086958,6,0.011111111111111112,887.0983333333335
"Apr 26, 2025",5904.339999999998,75417,605,0.008022063990877388,78.28924513040825,9.759239669421484,48,0.07933884297520662,123.0070833333333,1,0.001652892561983471,5904.339999999998
"Apr 25, 2025",6070.939999999999,84544,573,0.006777535957607873,71.80805261165781,10.595008726003488,56,0.09773123909249563,108.40964285714283,17,0.029668411867364748,357.1141176470587
"Apr 24, 2025",6296.269999999999,86188,593,0.00688030816354945,73.05274516173944,10.617655986509272,64,0.10792580101180438,98.37921874999998,19,0.03204047217537943,331.38263157894727
"Apr 23, 2025",6264.3,95618,596,0.006233136020414566,65.51381539040767,10.510570469798658,58,0.09731543624161074,108.0051724137931,5,0.008389261744966443,1252.8600000000001
"Apr 22, 2025",7031.930000000002,111362,700,0.00628580664858749,63.14478906628834,10.045614285714288,68,0.09714285714285714,103.41073529411767,37,0.05285714285714286,190.05216216216223
"Apr 21, 2025",6681.609999999997,108294,646,0.00596524276506547,61.6988014109738,10.343049535603711,61,0.09442724458204334,109.53459016393438,3,0.0046439628482972135,2227.2033333333325
"Apr 20, 2025",4191.1900000000005,68809,450,0.00653984217180892,60.910491360141854,9.313755555555558,32,0.07111111111111111,130.97468750000002,0,0,null
"Apr 19, 2025",5271.169999999999,79819,538,0.006740249815206906,66.03903832420852,9.79771375464684,41,0.0762081784386617,128.56512195121948,0,0,null
"Apr 18, 2025",6639.64,96945,643,0.006632626747124658,68.48873072360617,10.326034214618973,61,0.09486780715396578,108.84655737704918,7,0.01088646967340591,948.5200000000001
"Apr 17, 2025",7375.820000000001,125386,732,0.005837972341409727,58.824908681990024,10.076256830601094,65,0.08879781420765027,113.47415384615385,32,0.04371584699453552,230.49437500000002
"Apr 16, 2025",7122.96,119692,657,0.005489088660896301,59.51074424355847,10.841643835616438,64,0.0974124809741248,111.29625,35,0.0532724505327245,203.51314285714287
"Apr 15, 2025",8059.0599999999995,130112,786,0.006040949335956714,61.93940605017215,10.25325699745547,80,0.10178117048346055,100.73825,4,0.005089058524173028,2014.7649999999999
"Apr 14, 2025",6999.6900000000005,103914,670,0.006447639394114364,67.36041341878862,10.447298507462687,77,0.11492537313432835,90.90506493506494,12,0.01791044776119403,583.3075
"Apr 13, 2025",5592.88,75155,524,0.006972257334841328,74.41793626505222,10.673435114503818,48,0.0916030534351145,116.51833333333333,0,0,null
"Apr 12, 2025",7958.740000000001,124394,881,0.007082335160859848,63.980095502998545,9.033757094211124,66,0.07491486946651532,120.5869696969697,1,0.0011350737797956867,7958.740000000001
"Apr 11, 2025",8614.980000000001,118951,832,0.006994476717303764,72.42461181494903,10.35454326923077,84,0.10096153846153846,102.55928571428574,36,0.04326923076923077,239.30500000000004
"Apr 10, 2025",7886.69,119375,746,0.0062492146596858636,66.06651308900523,10.571970509383377,69,0.09249329758713137,114.29985507246376,9,0.012064343163538873,876.2988888888889
"Apr 9, 2025",6157.750000000001,88948,554,0.006228358141835679,69.22865044745245,11.115072202166067,57,0.10288808664259928,108.03070175438599,10,0.018050541516245487,615.7750000000001
"Apr 8, 2025",8994.789326465778,128676,868,0.006745624669713078,69.90261840953852,10.362660514361496,54,0.06221198156682028,166.57017271232922,38,0.04377880184331797,236.7049822754152
"Apr 7, 2025",9577.452700690452,122267,888,0.007262793721936418,78.3322785436009,10.785419707984744,46,0.0518018018018018,208.2054934932707,28,0.03153153153153153,342.0518821675161
"Apr 6, 2025",7916.529044821935,85782,753,0.008778065328390572,92.28659910962597,10.513318784624083,29,0.03851261620185923,272.9837601662736,2,0.0026560424966799467,3958.2645224109674
"Apr 5, 2025",9053.98,108722,792,0.007284634204668788,83.27642979341806,11.431792929292929,51,0.06439393939393939,177.52901960784314,12,0.015151515151515152,754.4983333333333
"Apr 4, 2025",10412.88,134537,917,0.006815968841285297,77.39789054312196,11.355376226826607,56,0.061068702290076333,185.9442857142857,3,0.003271537622682661,3470.9599999999996
"Apr 3, 2025",9948.98,141953,905,0.006375349587539538,70.0864370601537,10.993348066298342,63,0.06961325966850829,157.92031746031745,39,0.0430939226519337,255.10205128205126
"Apr 2, 2025",10432.31,143132,933,0.00651845848587318,72.885937456334,11.181468381564844,77,0.08252947481243302,135.48454545454544,33,0.03536977491961415,316.13060606060606
"Apr 1, 2025",9094.519999999997,146596,864,0.005893748806243008,62.03798193675132,10.526064814814811,85,0.09837962962962964,106.99435294117643,25,0.028935185185185185,363.7807999999999
"Mar 31, 2025",7504.659999999997,119571,689,0.005762266770370742,62.76321181557398,10.892104499274307,74,0.10740203193033382,101.41432432432428,22,0.03193033381712627,341.120909090909
"Mar 30, 2025",5868.5999999999985,86367,593,0.006866048374958028,67.9495640696099,9.896458684654299,46,0.0775716694772344,127.57826086956518,0,0,null
"Mar 29, 2025",6395.8899999999985,88187,606,0.006871761143932779,72.52644947668021,10.554273927392737,44,0.07260726072607261,145.36113636363632,17,0.028052805280528052,376.22882352941167
"Mar 28, 2025",7255.770000000001,100552,625,0.006215689394542127,72.15938022117909,11.609232000000002,60,0.096,120.92950000000002,14,0.0224,518.2692857142858
"Mar 27, 2025",7857.749999999998,112581,722,0.006413160302360078,69.79641324912727,10.883310249307478,64,0.0886426592797784,122.77734374999997,27,0.037396121883656507,291.0277777777777
"Mar 26, 2025",7400.620000000002,105415,633,0.006004838021154485,70.20461983588675,11.691342812006322,88,0.13902053712480253,84.09795454545457,30,0.04739336492890995,246.68733333333338
"Mar 25, 2025",7271.57,113157,667,0.005894465212050514,64.26089415590727,10.90190404797601,74,0.11094452773613193,98.26445945945946,44,0.06596701649175413,165.26295454545453
"Mar 24, 2025",6667.6399999999985,101292,618,0.006101172846819098,65.82592899735417,10.789061488673136,62,0.10032362459546926,107.54258064516127,78,0.1262135922330097,85.48256410256408
"Mar 23, 2025",6476.799999999998,87702,638,0.0072746345579348245,73.8500832364142,10.151724137931032,37,0.05799373040752351,175.0486486486486,14,0.0219435736677116,462.6285714285713
"Mar 22, 2025",6975.7,91767,663,0.007224819379515512,76.01534320616344,10.521417797888386,46,0.0693815987933635,151.64565217391305,4,0.006033182503770739,1743.925
"Mar 21, 2025",7306.990000000001,104888,646,0.006158950499580505,69.66468995499962,11.311130030959754,46,0.07120743034055728,158.84760869565218,19,0.029411764705882353,384.5784210526316
"Mar 20, 2025",8045.119999999999,117948,722,0.0061213416081663105,68.20904127242513,11.142825484764542,81,0.11218836565096953,99.32246913580245,27,0.037396121883656507,297.9674074074074
"Mar 19, 2025",9088.630000000003,133462,822,0.006159056510467399,68.0990094558751,11.056727493917279,66,0.08029197080291971,137.7065151515152,10,0.012165450121654502,908.8630000000003
"Mar 18, 2025",9038.7,135619,821,0.006053724035717709,66.6477410982237,11.009378806333741,82,0.09987819732034105,110.22804878048781,31,0.037758830694275276,291.57096774193553
"Mar 17, 2025",8684.960000000001,136087,783,0.005753672283171795,63.81917449866629,11.09190293742018,79,0.10089399744572158,109.93620253164558,19,0.024265644955300127,457.1031578947369
"Mar 16, 2025",6971.039999999999,97328,718,0.007377116554331744,71.62419858622388,9.708969359331475,40,0.055710306406685235,174.27599999999998,17,0.023676880222841225,410.0611764705882
"Mar 15, 2025",8130.200000000001,114630,795,0.006935357236325569,70.92558667015616,10.226666666666668,60,0.07547169811320754,135.50333333333336,1,0.0012578616352201257,8130.200000000001
"Mar 14, 2025",11025.349999999999,160477,979,0.006100562697458203,68.70361484823368,11.26184882533197,96,0.09805924412665985,114.84739583333332,7,0.007150153217568948,1575.0499999999997
"Mar 13, 2025",11977.559999999996,166825,1039,0.006228083320845197,71.7971527049303,11.527969201154953,85,0.08180943214629452,140.91247058823524,12,0.011549566891241578,998.1299999999997
"Mar 12, 2025",12613.479999999996,169896,1105,0.006503978904741724,74.24236003201956,11.414914027149317,97,0.08778280542986425,130.03587628865975,19,0.017194570135746608,663.8673684210524
"Mar 11, 2025",11535.16,171314,1009,0.0058897696627245874,67.33343451206557,11.43226957383548,92,0.09117938553022795,125.38217391304347,30,0.02973240832507433,384.50533333333334
"Mar 10, 2025",10942.7,161766,964,0.0059592250534723,67.64524065625658,11.351348547717842,84,0.08713692946058091,130.2702380952381,48,0.04979253112033195,227.9729166666667
"Mar 9, 2025",9216.210000000001,127036,902,0.007100349507226298,72.54801788469412,10.217527716186254,55,0.06097560975609756,167.56745454545455,3,0.0033259423503325942,3072.07
"Mar 8, 2025",12606.540000000003,185552,1236,0.006661205484176942,67.94073898422006,10.199466019417478,80,0.06472491909385113,157.58175000000003,0,0,null
"Mar 7, 2025",13726.439999999997,206341,1258,0.006096703999689834,66.52308557194158,10.911319554848964,110,0.08744038155802862,124.78581818181816,47,0.037360890302066775,292.051914893617
"Mar 6, 2025",13779.38,226565,1266,0.005587800410478229,60.81866131132345,10.884186413902054,96,0.07582938388625593,143.53520833333332,52,0.04107424960505529,264.9880769230769
"Mar 5, 2025",14143.41,211755,1291,0.006096668319520201,66.79138627187079,10.955391169635941,104,0.08055770720371805,135.99432692307693,22,0.017041053446940357,642.8822727272727
"Mar 4, 2025",14182.870000000004,224967,1306,0.005805295887841328,63.04422426400319,10.859777947932622,106,0.08116385911179173,133.80066037735853,60,0.045941807044410414,236.38116666666673
"Mar 3, 2025",14267.01,206713,1215,0.005877714512391577,69.01844586455617,11.742395061728395,93,0.07654320987654321,153.40870967741935,36,0.02962962962962963,396.30583333333334
"Mar 2, 2025",14603.95,165422,1260,0.0076168828813579816,88.28299742476817,11.59043650793651,94,0.0746031746031746,155.36117021276596,14,0.011111111111111112,1043.1392857142857
"Mar 1, 2025",14394.480000000005,164720,1246,0.0075643516270034,87.38756677999032,11.552552166934193,82,0.06581059390048154,175.54243902439032,0,0,null
"Feb 28, 2025",14485.260000000002,182569,1207,0.006611199053508537,79.34129014235715,12.001043910521958,118,0.09776304888152444,122.75644067796613,20,0.016570008285004142,724.2630000000001
"Feb 27, 2025",14308.619999999999,181243,1194,0.006587840633845169,78.94715933856756,11.983768844221105,95,0.07956448911222781,150.61705263157893,8,0.006700167504187605,1788.5774999999999
"Feb 26, 2025",14458.800000000003,187330,1210,0.0064591896652965355,77.18357977899964,11.949421487603308,119,0.09834710743801653,121.50252100840339,51,0.04214876033057851,283.5058823529412
"Feb 25, 2025",14343.499999999996,184862,1193,0.0064534625828996765,77.59031061007668,12.023051131601003,116,0.0972338642078793,123.65086206896548,52,0.04358759430008382,275.8365384615384
"Feb 24, 2025",14395.550000000005,196304,1228,0.006255603553671856,73.3329427826229,11.722760586319222,118,0.09609120521172639,121.996186440678,15,0.012214983713355049,959.7033333333336
"Feb 23, 2025",14523.360000000004,182618,1332,0.007293914071997284,79.52863354105293,10.903423423423426,107,0.08033033033033032,135.73233644859818,0,0,null
"Feb 22, 2025",14597.560000000003,176812,1246,0.0070470330068094925,82.55978101033868,11.715537720706262,92,0.0738362760834671,158.66913043478263,0,0,null
"Feb 21, 2025",14387.63,214515,1293,0.006027550520942592,67.07050788989115,11.127324052590874,99,0.0765661252900232,145.32959595959596,27,0.02088167053364269,532.8751851851852
