Week,Account name,Customer ID,Currency code,Cost,Clicks,Impr.
2023-07-17,Impact Radius,278-804-3504,USD,54781.56,"10,496","163,436"
2023-07-17,impact.com APAC,247-083-5844,USD,4810.18,"1,700","15,404"
2023-07-17,SaaSquatch,440-735-6734,CAD,3488.74,476,"19,468"
2023-07-24,Impact Radius,278-804-3504,USD,50277.83,"9,671","147,352"
2023-07-24,impact.com APAC,247-083-5844,USD,4002.51,"1,786","13,032"
2023-07-24,SaaSquatch,440-735-6734,CAD,1738.94,188,"7,524"
2023-07-31,Impact Radius,278-804-3504,USD,48636.93,"8,303","120,997"
2023-07-31,impact.com APAC,247-083-5844,USD,5168.55,"1,087","15,703"
2023-07-31,SaaSquatch,440-735-6734,CAD,1793.15,390,"20,828"
2023-08-07,Impact Radius,278-804-3504,USD,64180.63,"9,618","137,213"
2023-08-07,impact.com APAC,247-083-5844,USD,4687.78,980,"15,533"
2023-08-07,SaaSquatch,440-735-6734,CAD,1445.68,808,"39,719"
2023-08-14,Impact Radius,278-804-3504,USD,57469.58,"8,486","112,305"
2023-08-14,impact.com APAC,247-083-5844,USD,4443.69,995,"15,390"
2023-08-14,SaaSquatch,440-735-6734,CAD,1849.63,"1,048","56,847"
2023-08-21,Impact Radius,278-804-3504,USD,47343.39,"6,641","89,523"
2023-08-21,impact.com APAC,247-083-5844,USD,4391.78,971,"14,669"
2023-08-21,SaaSquatch,440-735-6734,CAD,2262.61,"1,011","168,862"
2023-08-28,Impact Radius,278-804-3504,USD,31237.58,"4,321","55,235"
2023-08-28,impact.com APAC,247-083-5844,USD,2408.77,496,"8,341"
2023-08-28,SaaSquatch,440-735-6734,CAD,2914.71,980,"111,588"
2023-09-04,SaaSquatch,440-735-6734,CAD,5425.83,"1,122","129,357"
2023-09-11,Impact Radius,278-804-3504,USD,48516.88,"6,670","84,480"
2023-09-11,impact.com APAC,247-083-5844,USD,1059.57,324,"5,292"
2023-09-11,SaaSquatch,440-735-6734,CAD,4762.76,"1,032","108,325"
2023-09-18,Impact Radius,278-804-3504,USD,53075.71,"7,021","81,198"
2023-09-18,impact.com APAC,247-083-5844,USD,4262.31,889,"16,177"
2023-09-18,SaaSquatch,440-735-6734,CAD,4530.83,906,"87,149"
2023-09-25,Impact Radius,278-804-3504,USD,47310.65,"6,379","70,182"
2023-09-25,impact.com APAC,247-083-5844,USD,4124.30,901,"15,907"
2023-09-25,SaaSquatch,440-735-6734,CAD,4097.67,844,"55,828"
2023-10-02,Impact Radius,278-804-3504,USD,41797.02,"5,709","71,170"
2023-10-02,impact.com APAC,247-083-5844,USD,4622.45,820,"17,945"
2023-10-02,SaaSquatch,440-735-6734,CAD,4802.48,748,"34,997"
2023-10-09,Impact Radius,278-804-3504,USD,46863.51,"6,023","84,287"
2023-10-09,impact.com APAC,247-083-5844,USD,4531.23,849,"16,071"
2023-10-09,SaaSquatch,440-735-6734,CAD,4580.36,694,"46,075"
2023-10-16,Impact Radius,278-804-3504,USD,44807.09,"5,586","91,152"
2023-10-16,impact.com APAC,247-083-5844,USD,4095.11,740,"15,240"
2023-10-16,SaaSquatch,440-735-6734,CAD,4763.87,474,"18,041"
2023-10-23,Impact Radius,278-804-3504,USD,33153.96,"4,178","63,739"
2023-10-23,impact.com APAC,247-083-5844,USD,4497.46,817,"15,862"
2023-10-23,SaaSquatch,440-735-6734,CAD,4375.21,636,"45,401"
2023-10-30,Impact Radius,278-804-3504,USD,30107.73,"4,143","55,964"
2023-10-30,impact.com APAC,247-083-5844,USD,3970.24,787,"21,424"
2023-10-30,SaaSquatch,440-735-6734,CAD,4295.77,738,"39,584"
2023-11-06,Impact Radius,278-804-3504,USD,33669.24,"4,190","62,835"
2023-11-06,impact.com APAC,247-083-5844,USD,4805.26,830,"23,170"
2023-11-06,SaaSquatch,440-735-6734,CAD,4543.48,781,"41,512"
2023-11-13,Impact Radius,278-804-3504,USD,43144.65,"4,937","74,729"
2023-11-13,impact.com APAC,247-083-5844,USD,4649.84,818,"20,610"
2023-11-13,SaaSquatch,440-735-6734,CAD,3912.64,682,"37,577"
2023-11-20,Impact Radius,278-804-3504,USD,33214.32,"4,475","65,436"
2023-11-20,impact.com APAC,247-083-5844,USD,5211.83,935,"20,211"
2023-11-20,SaaSquatch,440-735-6734,CAD,2945.00,570,"36,441"
2023-11-27,Impact Radius,278-804-3504,USD,40708.16,"5,029","82,795"
2023-11-27,impact.com APAC,247-083-5844,USD,4060.77,"1,968","32,181"
2023-11-27,SaaSquatch,440-735-6734,CAD,3221.44,568,"33,816"
2023-12-04,Impact Radius,278-804-3504,USD,37889.29,"4,492","69,917"
2023-12-04,impact.com APAC,247-083-5844,USD,4007.88,"1,713","26,590"
2023-12-04,SaaSquatch,440-735-6734,CAD,2851.39,636,"39,942"
2023-12-11,Impact Radius,278-804-3504,USD,39098.57,"4,856","68,739"
2023-12-11,impact.com APAC,247-083-5844,USD,4043.21,"1,309","21,855"
2023-12-11,SaaSquatch,440-735-6734,CAD,6031.20,771,"42,485"
2023-12-18,Impact Radius,278-804-3504,USD,18129.30,"2,560","24,909"
2023-12-18,impact.com APAC,247-083-5844,USD,2702.82,"2,132","18,965"
2023-12-18,SaaSquatch,440-735-6734,CAD,5806.26,760,"48,775"
2023-12-25,Impact Radius,278-804-3504,USD,5951.99,"1,324","7,582"
2023-12-25,impact.com APAC,247-083-5844,USD,2957.84,"3,272","21,570"
2023-12-25,SaaSquatch,440-735-6734,CAD,3862.06,693,"38,147"
2024-01-01,Impact Radius,278-804-3504,USD,21190.70,"3,648","43,874"
2024-01-01,impact.com APAC,247-083-5844,USD,2799.09,"2,851","19,932"
2024-01-01,SaaSquatch,440-735-6734,CAD,4911.20,918,"52,475"
2024-01-08,Impact Radius,278-804-3504,USD,36900.13,"5,103","77,522"
2024-01-08,impact.com APAC,247-083-5844,USD,2861.30,"1,784","13,520"
2024-01-08,SaaSquatch,440-735-6734,CAD,5050.10,901,"43,416"
2024-01-15,Impact Radius,278-804-3504,USD,37660.19,"5,045","72,821"
2024-01-15,impact.com APAC,247-083-5844,USD,2719.94,700,"10,402"
2024-01-15,SaaSquatch,440-735-6734,CAD,4370.57,855,"44,799"
2024-01-22,Impact Radius,278-804-3504,USD,40274.77,"5,449","76,425"
2024-01-22,impact.com APAC,247-083-5844,USD,2698.59,993,"10,045"
2024-01-22,SaaSquatch,440-735-6734,CAD,4346.45,893,"36,629"
2024-01-29,Impact Radius,278-804-3504,USD,43899.16,"5,847","77,379"
2024-01-29,impact.com APAC,247-083-5844,USD,1631.82,974,"7,430"
2024-01-29,SaaSquatch,440-735-6734,CAD,3277.48,383,"15,283"
2024-02-05,Impact Radius,278-804-3504,USD,43271.51,"5,358","70,785"
2024-02-05,impact.com APAC,247-083-5844,USD,1367.11,893,"5,306"
2024-02-05,SaaSquatch,440-735-6734,CAD,4768.55,312,"7,746"
2024-02-12,Impact Radius,278-804-3504,USD,43165.04,"5,331","72,383"
2024-02-12,impact.com APAC,247-083-5844,USD,1325.11,920,"5,995"
2024-02-12,SaaSquatch,440-735-6734,CAD,384.50,16,396
2024-02-19,Impact Radius,278-804-3504,USD,40152.07,"5,278","71,877"
2024-02-19,impact.com APAC,247-083-5844,USD,1237.34,528,"5,017"
2024-02-19,SaaSquatch,440-735-6734,CAD,41.27,4,12
2024-02-26,Impact Radius,278-804-3504,USD,37394.69,"5,291","67,616"
2024-02-26,impact.com APAC,247-083-5844,USD,1128.30,338,"3,722"
2024-02-26,SaaSquatch,440-735-6734,CAD,0.00,0,6
2024-03-04,Impact Radius,278-804-3504,USD,50529.41,"6,905","76,491"
2024-03-04,impact.com APAC,247-083-5844,USD,1936.28,483,"5,026"
2024-03-04,SaaSquatch,440-735-6734,CAD,48.71,3,6
2024-03-11,Impact Radius,278-804-3504,USD,60599.18,"7,329","82,091"
2024-03-11,impact.com APAC,247-083-5844,USD,2062.02,433,"6,113"
2024-03-18,Impact Radius,278-804-3504,USD,58167.34,"5,822","82,370"
2024-03-18,impact.com APAC,247-083-5844,USD,2233.88,"1,219","9,808"
2024-03-25,Impact Radius,278-804-3504,USD,58120.96,"5,844","84,330"
2024-03-25,impact.com APAC,247-083-5844,USD,2022.48,384,"5,815"
2024-04-01,Impact Radius,278-804-3504,USD,43971.91,"5,246","75,381"
2024-04-01,impact.com APAC,247-083-5844,USD,2292.24,397,"6,594"
2024-04-08,Impact Radius,278-804-3504,USD,40337.07,"5,101","71,668"
2024-04-08,impact.com APAC,247-083-5844,USD,2257.64,367,"6,473"
2024-04-15,Impact Radius,278-804-3504,USD,41913.15,"5,807","64,494"
2024-04-15,impact.com APAC,247-083-5844,USD,2411.97,737,"8,797"
2024-04-22,Impact Radius,278-804-3504,USD,44118.51,"6,431","72,916"
2024-04-22,impact.com APAC,247-083-5844,USD,2260.67,519,"7,023"
2024-04-29,Impact Radius,278-804-3504,USD,49535.59,"6,408","74,359"
2024-04-29,impact.com APAC,247-083-5844,USD,2604.12,470,"6,957"
2024-05-06,Impact Radius,278-804-3504,USD,47866.20,"6,376","70,243"
2024-05-06,impact.com APAC,247-083-5844,USD,2102.72,337,"6,017"
2024-05-13,Impact Radius,278-804-3504,USD,50230.24,"6,439","75,087"
2024-05-13,impact.com APAC,247-083-5844,USD,2129.14,465,"6,558"
2024-05-20,Impact Radius,278-804-3504,USD,45053.29,"6,111","73,519"
2024-05-20,impact.com APAC,247-083-5844,USD,1731.92,701,"7,846"
2024-05-27,Impact Radius,278-804-3504,USD,35056.72,"4,778","55,669"
2024-05-27,impact.com APAC,247-083-5844,USD,1150.79,495,"4,876"
2024-06-03,Impact Radius,278-804-3504,USD,42376.21,"5,748","69,025"
2024-06-03,impact.com APAC,247-083-5844,USD,1697.93,611,"8,143"
2024-06-10,Impact Radius,278-804-3504,USD,41831.64,"5,594","71,333"
2024-06-10,impact.com APAC,247-083-5844,USD,1582.39,440,"6,835"
2024-06-17,Impact Radius,278-804-3504,USD,44869.16,"5,628","74,461"
2024-06-17,impact.com APAC,247-083-5844,USD,1911.99,495,"7,615"
2024-06-24,Impact - Promotions,523-654-8070,USD,1.16,0,42
2024-06-24,Impact Radius,278-804-3504,USD,46343.01,"5,762","78,266"
2024-06-24,impact.com APAC,247-083-5844,USD,1778.76,617,"11,627"
2024-07-01,Impact Radius,278-804-3504,USD,38632.19,"5,215","65,735"
2024-07-01,impact.com APAC,247-083-5844,USD,1961.97,"2,723","10,776"
2024-07-08,Impact Radius,278-804-3504,USD,49023.26,"6,225","75,848"
2024-07-08,impact.com APAC,247-083-5844,USD,2285.82,"1,417","7,610"
2024-07-15,Impact Radius,278-804-3504,USD,48251.04,"5,628","78,903"
2024-07-15,impact.com APAC,247-083-5844,USD,1777.01,359,"5,189"
2024-07-22,Impact Radius,278-804-3504,USD,48015.53,"5,359","78,415"
2024-07-22,impact.com APAC,247-083-5844,USD,2338.79,376,"5,254"
2024-07-29,Impact Radius,278-804-3504,USD,47207.34,"5,021","91,438"
2024-07-29,impact.com APAC,247-083-5844,USD,2538.36,374,"5,458"
2024-08-05,Impact Radius,278-804-3504,USD,50348.64,"5,156","83,613"
2024-08-05,impact.com APAC,247-083-5844,USD,3102.26,439,"6,217"
2024-08-12,Impact Radius,278-804-3504,USD,46258.42,"5,139","78,336"
2024-08-12,impact.com APAC,247-083-5844,USD,3401.27,577,"6,921"
2024-08-19,Impact Radius,278-804-3504,USD,47620.03,"5,351","79,810"
2024-08-19,impact.com APAC,247-083-5844,USD,3712.93,809,"5,724"
2024-08-26,Impact Radius,278-804-3504,USD,48145.76,"5,472","77,306"
2024-08-26,impact.com APAC,247-083-5844,USD,3074.30,903,"6,325"
2024-09-02,Impact Radius,278-804-3504,USD,45334.54,"5,224","74,486"
2024-09-02,impact.com APAC,247-083-5844,USD,2362.41,326,"3,744"
2024-09-09,Impact Radius,278-804-3504,USD,60631.15,"7,734","90,519"
2024-09-09,impact.com APAC,247-083-5844,USD,2131.55,295,"3,597"
2024-09-16,Impact Radius,278-804-3504,USD,62160.64,"7,014","96,774"
2024-09-16,impact.com APAC,247-083-5844,USD,2086.20,308,"3,860"
2024-09-23,Impact Radius,278-804-3504,USD,72555.82,"6,822","94,176"
2024-09-23,impact.com APAC,247-083-5844,USD,2033.98,290,"3,425"
2024-09-30,Impact Radius,278-804-3504,USD,56082.48,"6,917","78,440"
2024-09-30,impact.com APAC,247-083-5844,USD,1518.79,278,"4,499"
2024-10-07,Impact Radius,278-804-3504,USD,51062.17,"8,071","88,705"
2024-10-07,impact.com APAC,247-083-5844,USD,1866.64,364,"4,429"
2024-10-14,Impact Radius,278-804-3504,USD,43106.47,"6,969","108,950"
2024-10-14,impact.com APAC,247-083-5844,USD,1969.03,329,"4,126"
2024-10-21,Impact Radius,278-804-3504,USD,26299.20,"3,998","68,637"
2024-10-21,impact.com APAC,247-083-5844,USD,1517.73,340,"4,062"
2024-10-28,Impact Radius,278-804-3504,USD,25534.24,"3,853","52,864"
2024-10-28,impact.com APAC,247-083-5844,USD,1602.85,357,"4,344"
2024-11-04,Impact Radius,278-804-3504,USD,31349.13,"4,375","58,312"
2024-11-04,impact.com APAC,247-083-5844,USD,1584.74,319,"5,032"
2024-11-11,Impact Radius,278-804-3504,USD,34511.72,"4,250","62,007"
2024-11-11,impact.com APAC,247-083-5844,USD,1522.16,350,"5,450"
2024-11-18,Impact Radius,278-804-3504,USD,42000.16,"4,672","71,846"
2024-11-18,impact.com APAC,247-083-5844,USD,1939.42,348,"4,894"
2024-11-25,Impact Radius,278-804-3504,USD,33009.12,"3,810","59,849"
2024-11-25,impact.com APAC,247-083-5844,USD,1684.18,306,"4,270"
2024-12-02,Impact Radius,278-804-3504,USD,36752.32,"3,937","74,859"
2024-12-02,impact.com APAC,247-083-5844,USD,1000.74,194,"3,013"
2024-12-09,Impact Radius,278-804-3504,USD,32263.92,"3,453","55,595"
2024-12-09,impact.com APAC,247-083-5844,USD,1069.65,235,"3,053"
2024-12-16,Impact Radius,278-804-3504,USD,30384.10,"3,477","54,853"
2024-12-16,impact.com APAC,247-083-5844,USD,948.59,267,"3,277"
2024-12-23,Impact Radius,278-804-3504,USD,17843.87,"2,453","43,552"
2024-12-23,impact.com APAC,247-083-5844,USD,1053.17,289,"2,858"
2024-12-30,Impact Radius,278-804-3504,USD,23706.31,"3,156","55,075"
2024-12-30,impact.com APAC,247-083-5844,USD,1175.75,345,"3,412"
2025-01-06,Impact Radius,278-804-3504,USD,37076.83,"4,037","68,926"
2025-01-06,impact.com APAC,247-083-5844,USD,2381.71,465,"5,747"
2025-01-13,Impact Radius,278-804-3504,USD,31679.24,"3,974","81,040"
2025-01-13,impact.com APAC,247-083-5844,USD,2521.85,560,"6,860"
2025-01-20,Impact Radius,278-804-3504,USD,37976.85,"5,213","104,250"
2025-01-20,impact.com APAC,247-083-5844,USD,2709.08,638,"7,022"
2025-01-27,Impact Radius,278-804-3504,USD,38059.15,"4,132","79,677"
2025-01-27,impact.com APAC,247-083-5844,USD,2424.33,598,"5,536"
2025-02-03,Impact Radius,278-804-3504,USD,35470.07,"3,707","73,956"
2025-02-03,impact.com APAC,247-083-5844,USD,2121.59,436,"5,365"
2025-02-10,Impact Radius,278-804-3504,USD,35020.25,"3,728","72,778"
2025-02-10,impact.com APAC,247-083-5844,USD,2245.44,496,"7,286"
2025-02-17,Impact Radius,278-804-3504,USD,32795.95,"3,475","70,000"
2025-02-17,impact.com APAC,247-083-5844,USD,3001.18,641,"8,050"
2025-02-24,Impact Radius,278-804-3504,USD,33767.28,"3,706","77,531"
2025-02-24,impact.com APAC,247-083-5844,USD,2871.87,619,"8,288"
2025-03-03,Impact Radius,278-804-3504,USD,36760.18,"3,869","79,208"
2025-03-03,impact.com APAC,247-083-5844,USD,2616.88,482,"6,387"
2025-03-10,Impact Radius,278-804-3504,USD,40419.78,"5,123","80,557"
2025-03-10,impact.com APAC,247-083-5844,USD,2961.06,441,"6,289"
2025-03-17,Impact Radius,278-804-3504,USD,40073.62,"4,258","78,438"
2025-03-17,impact.com APAC,247-083-5844,USD,2255.21,322,"5,391"
2025-03-24,Impact Radius,278-804-3504,USD,43265.68,"4,626","85,151"
2025-03-24,impact.com APAC,247-083-5844,USD,2210.13,394,"5,408"
2025-03-31,Impact Radius,278-804-3504,USD,38644.29,"4,544","79,553"
2025-03-31,impact.com APAC,247-083-5844,USD,2161.37,349,"5,173"
2025-04-07,Impact Radius,278-804-3504,USD,35107.42,"4,155","70,267"
2025-04-07,impact.com APAC,247-083-5844,USD,1843.05,334,"4,341"
2025-04-14,Impact Radius,278-804-3504,USD,29849.22,"4,189","64,222"
2025-04-14,impact.com APAC,247-083-5844,USD,1402.72,290,"4,664"
2025-04-21,Impact Radius,278-804-3504,USD,36681.14,"6,763","63,526"
2025-04-21,impact.com APAC,247-083-5844,USD,1528.55,321,"5,374"
2025-04-28,Impact Radius,278-804-3504,USD,16368.88,"1,437","31,108"
2025-04-28,impact.com APAC,247-083-5844,USD,1374.54,242,"3,428"
2025-05-05,Impact Radius,278-804-3504,USD,22942.66,"2,557","48,288"
2025-05-05,impact.com APAC,247-083-5844,USD,2470.10,314,"5,335"
2025-05-12,Impact Radius,278-804-3504,USD,30235.33,"3,090","59,646"
2025-05-12,impact.com APAC,247-083-5844,USD,2593.32,509,"7,783"
2025-05-19,Impact Radius,278-804-3504,USD,34820.68,"4,860","61,212"
2025-05-19,impact.com APAC,247-083-5844,USD,2853.54,460,"6,194"
2025-05-26,Impact Radius,278-804-3504,USD,37298.39,"8,166","65,591"
2025-05-26,impact.com APAC,247-083-5844,USD,2633.80,543,"6,477"
2025-06-02,Impact Radius,278-804-3504,USD,6941.34,756,"14,387"
2025-06-02,impact.com APAC,247-083-5844,USD,668.81,162,"1,900"