,model_week,date,iso_week,iso_year,ga4_sessions,refined_ga4_ressions,podcast_streams,linkedin_spend,linkedin_impressions,linkedin_clicks,gSearch_sessions,gSearch_impressions,gift_spend,email_opened_cnt,direct_spend,direct_spend_pharios,direct_spend_dc360,fb_spend,fb_impressions,fb_clicks,googleAds_spend,googleAds_impressions,event_spend,all_mql_count,linkedin_mql_count,sales_sourced_mql_cnt,pharios_mql_cnt,dc360_mql_count,dc360_mql_count,impactDotCom_ga4_sessions,sum_content_download,sum_blog_subscribers,sum_newsletter_signup,month,daily_avg_queries,inflation_rate,durable_goods_rates,week,WEI,all_less_linkedin_mql,averageMQL_linkedin,smoothed_MQL_linkedin,smoothed_linkedin_MQL_all,averageMQL,smoothed_MQL
197,202443,2024-10-25,43,2024,2544.0,2544.0,97.0,6801.780000000001,110807,812,1003.0,41452.0,425.93,0.0,0.0,0,0,0.0,0.0,0.0,2422.04,3791.0,0.0,56,41,0,0,0,0,2027.0,0.0,0.0,0.0,10,18677.0,0.026,0.0079,43,2.11,15,22.5,22.5,37.5,44.5,56.0
198,202443,2024-10-26,43,2024,2742.0,2742.0,129.0,5502.869999999999,78313,639,486.0,30910.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,808.61,2116.0,0.0,22,17,0,0,0,0,2742.0,0.0,0.0,0.0,10,18677.0,0.026,0.0079,43,2.11,5,26.5,17.0,22.0,37.5,22.0
199,202443,2024-10-27,43,2024,3021.0,3021.0,94.0,5006.460000000002,78295,624,491.0,33398.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,870.16,2452.0,0.0,19,12,0,0,0,0,2862.0,0.0,0.0,0.0,10,18677.0,0.026,0.0079,43,2.11,7,15.0,12.0,19.0,29.0,19.0
200,202444,2024-10-28,44,2024,3695.0,3695.0,100.0,6746.980000000001,109784,774,1217.0,45454.0,250.93,0.0,0.0,0,0,0.0,0.0,0.0,3465.12,4726.0,21057.0,36,13,0,0,0,0,3457.0,0.0,0.0,0.0,10,18677.0,0.026,0.0079,44,1.65,23,13.5,13.0,36.0,40.0,36.0
201,202444,2024-10-29,44,2024,3499.0,3499.0,129.0,5997.4299999999985,102437,1190,1292.0,45458.0,325.0,0.0,3000.0,0,0,0.0,0.0,0.0,2797.19,4761.0,0.0,61,15,0,0,0,0,3260.0,0.0,0.0,0.0,10,18677.0,0.026,0.0079,44,1.65,46,16.0,15.0,61.0,45.0,61.0
202,202444,2024-10-30,44,2024,2426.0,2426.0,143.0,6980.720000000001,111548,1063,1167.0,42315.0,0.0,0.0,10333.0,0,0,0.0,0.0,0.0,3224.57,4906.0,0.0,54,19,0,0,0,0,2307.0,0.0,0.0,0.0,10,18677.0,0.026,0.0079,44,1.65,35,21.5,19.0,54.0,58.5,54.0
203,202444,2024-10-31,44,2024,3418.0,3418.0,82.0,6659.550000000002,107185,1154,1059.0,38424.0,146.88,0.0,7950.0,0,7950.0,0.0,0.0,0.0,2723.78,4449.0,0.0,56,28,0,0,0,0,3299.0,0.0,0.0,0.0,10,18677.0,0.026,0.0079,44,1.65,28,18.0,28.0,56.0,42.5,56.0
204,202444,2024-11-01,44,2024,3778.0,3778.0,90.0,7108.759999999997,123194,1117,1155.0,43583.0,200.0,0.0,0.0,0,0,0.0,0.0,0.0,2962.48,4163.0,0.0,31,17,0,0,0,0,3540.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,44,1.65,14,19.0,17.0,31.0,36.5,31.0
205,202444,2024-11-02,44,2024,2426.0,2426.0,182.0,6765.2800000000025,101059,939,722.0,36031.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1720.9,2990.0,0.0,17,10,0,0,0,0,2426.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,44,1.65,7,16.5,10.0,17.0,26.0,17.0
206,202444,2024-11-03,44,2024,3219.0,3219.0,90.0,6593.21,99397,841,836.0,38063.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1578.23,3497.0,0.0,21,16,0,0,0,0,3060.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,44,1.65,5,15.0,16.0,21.0,38.5,21.0
207,202445,2024-11-04,45,2024,3776.0,3776.0,417.0,10312.06999999999,162472,1355,1518.0,45946.0,2732.0299999999997,0.0,0.0,0,0,2178.9100000000003,55236.0,354.0,4497.22,5919.0,0.0,60,20,0,0,0,0,3617.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,45,2.04,40,25.0,20.0,60.0,41.5,60.0
208,202445,2024-11-05,45,2024,6639.0,6639.0,887.0,14206.97000000001,195792,1693,2134.0,43336.0,0.0,0.0,0.0,0,0,2234.73,60758.0,314.0,4895.85,5733.0,0.0,62,34,0,0,0,0,5844.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,45,2.04,28,60.0,34.0,62.0,104.0,62.0
209,202445,2024-11-06,45,2024,4333.0,4333.0,497.0,13301.519999999991,209995,1800,1946.0,42127.0,175.0,15167.0,10333.0,0,0,2142.2,68414.0,360.0,3556.79,5267.0,0.0,148,100,2,0,2,2,3856.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,45,2.04,48,43.0,43.0,91.0,73.0,73.0
210,202445,2024-11-07,45,2024,3259.0,3259.0,479.0,11321.659999999996,165857,1588,1661.0,42159.0,125.84,30102.0,0.0,0,0,2139.91,56887.0,323.0,4331.67,5744.0,0.0,84,52,0,0,0,0,3020.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,45,2.04,32,65.5,65.5,97.5,106.0,84.0
211,202445,2024-11-08,45,2024,2940.0,2940.0,318.0,9416.489999999998,148220,1360,1186.0,41244.0,511.67,0.0,0.0,0,0,2254.48,55777.0,379.0,3213.36,4741.0,0.0,64,31,0,0,0,0,2741.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,45,2.04,33,33.0,31.0,64.0,56.5,64.0
212,202445,2024-11-09,45,2024,2027.0,2027.0,347.0,8616.68,115373,1041,601.0,33640.0,0.0,0.0,0.0,0,0,2002.09,49862.0,341.0,1683.44,3105.0,0.0,29,14,0,0,0,0,1868.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,45,2.04,15,25.5,14.0,29.0,48.0,29.0
213,202445,2024-11-10,45,2024,1828.0,1828.0,174.0,8333.630000000003,109318,1012,693.0,35292.0,0.0,0.0,1666.0,0,0,1981.89,52850.0,358.0,1884.44,3327.0,0.0,32,20,0,0,0,0,1828.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,45,2.04,12,42.5,20.0,32.0,72.5,32.0
214,202446,2024-11-11,46,2024,3697.0,3697.0,540.0,8718.930000000008,134199,1340,1278.0,44797.0,774.52,0.0,0.0,0,0,1906.76,52748.0,301.0,3859.35,5596.0,0.0,116,71,0,0,0,0,3578.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,46,1.87,45,16.0,16.0,61.0,37.0,116.0
215,202446,2024-11-12,46,2024,4174.0,4174.0,613.0,9883.370000000004,131719,1366,1476.0,46253.0,1015.52,18091.0,0.0,0,0,1879.99,51345.0,350.0,4353.68,6757.0,0.0,42,12,0,0,0,0,3777.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,46,1.87,30,55.0,12.0,42.0,99.0,42.0
216,202446,2024-11-13,46,2024,3259.0,3259.0,369.0,8507.44,125259,1069,1525.0,42853.0,828.58,0.0,0.0,0,0,1880.89,53185.0,315.0,4227.95,6570.0,0.0,82,39,0,0,0,0,2941.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,46,1.87,43,36.0,39.0,82.0,74.0,82.0
217,202446,2024-11-14,46,2024,3537.0,3537.0,947.0,10490.63,153066,1023,1421.0,43615.0,1178.55,0.0,0.0,0,0,1803.48,49480.0,322.0,5131.59,6734.0,0.0,106,60,0,0,0,0,3259.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,46,1.87,46,26.5,26.5,72.5,58.0,106.0
218,202446,2024-11-15,46,2024,3339.0,3339.0,799.0,10256.929999999997,148287,1163,1130.0,42355.0,50.0,0.0,0.0,0,0,1682.6200000000003,48296.0,257.0,4041.56,5591.0,0.0,34,14,0,0,0,0,3061.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,46,1.87,20,34.0,14.0,34.0,63.0,34.0
219,202446,2024-11-16,46,2024,1986.0,1986.0,127.0,7789.020000000001,103325,782,630.0,32591.0,0.0,0.0,0.0,0,0,1653.01,47440.0,289.0,2473.09,4007.0,0.0,20,8,0,0,0,0,1867.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,46,1.87,12,11.0,8.0,20.0,31.0,20.0
220,202446,2024-11-17,46,2024,2305.0,2305.0,89.0,6513.4800000000005,91730,729,667.0,34838.0,0.0,0.0,0.0,0,0,1976.85,53948.0,343.0,2611.29,4490.0,0.0,28,8,0,0,0,0,2066.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,46,1.87,20,16.0,8.0,28.0,41.5,28.0
221,202447,2024-11-18,47,2024,3419.0,3419.0,418.0,8686.659999999993,133261,1003,1412.0,43301.0,350.0,0.0,0.0,0,0,1917.76,53322.0,288.0,5539.48,8047.0,0.0,63,24,1,0,0,0,3220.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,47,3.21,39,10.5,24.0,63.0,34.5,63.0
222,202447,2024-11-19,47,2024,4493.0,4493.0,422.0,8687.31999999999,123628,1061,1373.0,42309.0,993.26,130.0,0.0,0,0,1794.9299999999996,50904.0,290.0,6265.78,8452.0,7000.0,41,13,0,0,0,0,4254.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,47,3.21,28,22.0,13.0,41.0,59.0,41.0
223,202447,2024-11-20,47,2024,2623.0,2623.0,380.0,8674.470000000001,112014,916,1378.0,43092.0,325.96,27157.0,0.0,0,0,1794.2500000000002,50199.0,282.0,5906.31,7783.0,0.0,55,20,0,0,0,0,2424.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,47,3.21,35,49.0,20.0,55.0,96.5,55.0
224,202447,2024-11-21,47,2024,3975.0,3975.0,400.0,9375.95,133410,1018,1407.0,39984.0,50.0,0.0,0.0,0,0,1758.12,50064.0,295.0,5247.21,7588.0,0.0,152,85,0,0,10,10,3736.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,47,3.21,67,15.0,15.0,82.0,46.5,46.5
225,202447,2024-11-22,47,2024,2265.0,2265.0,135.0,10179.040000000005,137073,1046,1113.0,39616.0,25.0,0.0,0.0,0,0,1716.5800000000002,45075.0,266.0,5028.76,6336.0,0.0,38,10,0,0,0,0,2106.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,47,3.21,28,49.0,10.0,38.0,89.0,38.0
226,202447,2024-11-23,47,2024,1510.0,1510.0,57.0,7740.969999999998,93583,753,545.0,31545.0,0.0,0.0,0.0,0,0,1655.4,45804.0,300.0,2449.33,3752.0,0.0,26,13,0,0,0,0,1510.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,47,3.21,13,9.5,13.0,26.0,30.5,26.0
227,202447,2024-11-24,47,2024,1591.0,1591.0,91.0,7171.640000000001,75010,643,650.0,32816.0,0.0,0.0,0.0,0,0,1975.24,51618.0,348.0,2772.32,3733.0,0.0,23,9,0,0,0,0,1472.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,47,3.21,14,20.0,9.0,23.0,44.0,23.0
228,202448,2024-11-25,48,2024,3338.0,3338.0,77.0,9700.140000000005,121992,954,1329.0,39228.0,500.0,108.0,0.0,0,0,1930.6900000000005,51821.0,317.0,5323.92,6825.0,0.0,62,27,0,0,0,0,3179.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,48,1.69,35,11.5,27.0,62.0,39.0,62.0
229,202448,2024-11-26,48,2024,4451.0,4451.0,99.0,10186.649999999992,133554,1045,1318.0,37029.0,349.64,0.0,0.0,0,0,1781.18,49319.0,254.0,6123.64,6486.0,0.0,55,14,0,0,0,0,3974.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,48,1.69,41,38.5,14.0,55.0,72.0,55.0
230,202448,2024-11-27,48,2024,2822.0,2822.0,186.0,8461.100000000006,103244,1038,912.0,31478.0,135.6,0.0,0.0,0,0,1747.9599999999998,46364.0,276.0,4222.4,5466.0,0.0,82,50,0,0,0,0,2464.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,48,1.69,32,9.5,9.5,41.5,36.5,82.0
231,202448,2024-11-28,48,2024,1868.0,1868.0,92.0,4810.599999999998,57267,658,515.0,27752.0,0.0,0.0,0.0,0,0,1685.9299999999998,42688.0,235.0,2221.82,3273.0,0.0,18,5,0,0,0,0,1868.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,48,1.69,13,30.5,5.0,18.0,54.5,18.0
232,202448,2024-11-29,48,2024,1550.0,1550.0,59.0,5614.550000000002,62282,662,796.0,33484.0,0.0,0.0,0.0,0,0,1673.79,41080.0,258.0,2959.47,4240.0,0.0,27,11,0,0,0,0,1550.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,48,1.69,16,7.5,11.0,27.0,19.0,27.0
233,202448,2024-11-30,48,2024,1392.0,1392.0,42.0,6132.570000000003,80518,723,622.0,31287.0,0.0,0.0,0.0,0,0,1618.0600000000002,45393.0,285.0,2102.78,3731.0,0.0,20,10,0,0,0,0,1392.0,0.0,0.0,0.0,11,17371.0,0.0275,-0.02,48,1.69,10,7.0,10.0,20.0,21.5,20.0
234,202448,2024-12-01,48,2024,1272.0,1272.0,61.0,7793.009999999995,98803,838,671.0,33155.0,0.0,0.0,0.0,0,0,1925.43,50809.0,304.0,1936.64,3864.0,0.0,16,3,0,0,0,0,1272.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,48,1.69,13,15.5,3.0,16.0,32.0,16.0
235,202449,2024-12-02,49,2024,1709.0,1709.0,53.0,8612.74,119733,1004,1353.0,42532.0,298.42,0.0,4000.0,0,0,1842.44,49468.0,242.0,4549.49,6314.0,0.0,44,21,0,0,0,0,1709.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,49,2.17,23,34.5,21.0,44.0,58.5,44.0
236,202449,2024-12-03,49,2024,2981.0,2981.0,52.0,10809.610000000004,156545,1283,1351.0,42777.0,1200.0,0.0,6000.0,0,0,1823.86,53459.0,296.0,4983.33,9591.0,0.0,101,66,0,0,0,0,2981.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,49,2.17,35,27.5,27.5,62.5,58.0,101.0
237,202449,2024-12-04,49,2024,2624.0,2624.0,64.0,10046.64,138047,1204,1272.0,44729.0,473.71,143.0,0.0,0,0,1763.09,57093.0,328.0,6052.59,14233.0,0.0,72,34,1,0,0,0,2425.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,49,2.17,38,48.5,34.0,72.0,84.0,72.0
238,202449,2024-12-05,49,2024,2503.0,2503.0,61.0,12103.51,155290,1371,1283.0,43655.0,654.25,0.0,0.0,0,0,1678.26,59033.0,332.0,6088.3,7144.0,0.0,67,31,0,0,0,0,2265.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,49,2.17,36,28.5,31.0,67.0,59.5,67.0
239,202449,2024-12-06,49,2024,2146.0,2146.0,65.0,9435.409999999994,124114,1115,963.0,40303.0,162.51,0.0,0.0,0,0,1671.0799999999997,61533.0,330.0,4701.45,5708.0,0.0,47,23,0,0,0,0,2027.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,49,2.17,24,23.5,23.0,47.0,46.5,47.0
240,202449,2024-12-07,49,2024,1510.0,1510.0,61.0,6999.009999999999,88243,662,521.0,32025.0,0.0,0.0,0.0,0,0,1574.66,56580.0,328.0,1809.14,3551.0,0.0,26,16,0,0,0,0,1510.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,49,2.17,10,20.5,16.0,26.0,36.5,26.0
241,202449,2024-12-08,49,2024,1630.0,1630.0,38.0,5954.500000000002,74677,572,541.0,33510.0,0.0,0.0,0.0,0,0,1954.38,65991.0,426.0,2382.92,3705.0,0.0,26,18,0,0,0,0,1630.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,49,2.17,8,21.0,18.0,26.0,42.0,26.0
242,202450,2024-12-09,50,2024,4771.0,4771.0,81.0,8668.939999999995,119741,838,1210.0,43549.0,534.51,0.0,0.0,0,0,1877.4,65216.0,346.0,5672.73,6677.0,0.0,58,26,0,0,0,0,4771.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,50,2.77,32,49.0,26.0,58.0,73.5,58.0
243,202450,2024-12-10,50,2024,3895.0,3895.0,41.0,9673.249999999993,136794,923,1289.0,42222.0,686.54,16413.0,0.0,0,0,1775.47,57256.0,331.0,4778.55,6562.0,0.0,121,80,0,0,0,0,3458.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,50,2.77,41,32.5,32.5,73.5,66.5,121.0
244,202450,2024-12-11,50,2024,3219.0,3219.0,53.0,10694.070000000009,133429,934,1214.0,42429.0,150.0,548.0,1666.0,0,0,1712.19,52139.0,303.0,4145.61,6315.0,0.0,75,39,0,0,0,0,2901.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,50,2.77,36,58.5,39.0,75.0,97.0,75.0
245,202450,2024-12-12,50,2024,2146.0,2146.0,34.0,11284.569999999998,131697,885,1111.0,39550.0,402.43,0.0,0.0,0,0,1819.58,55175.0,307.0,4705.94,6350.0,0.0,73,37,0,0,0,0,1987.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,50,2.77,36,31.5,37.0,73.0,58.5,73.0
246,202450,2024-12-13,50,2024,3139.0,3139.0,47.0,10750.56,113944,830,971.0,42898.0,296.57,0.0,0.0,0,0,1773.63,56055.0,329.0,3404.48,5034.0,0.0,42,24,0,0,0,0,3139.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,50,2.77,18,23.0,24.0,42.0,45.5,42.0
247,202450,2024-12-14,50,2024,1987.0,1987.0,61.0,8393.099999999997,89187,671,430.0,36574.0,0.0,0.0,0.0,0,0,1762.2,58492.0,336.0,1827.24,3516.0,0.0,18,9,0,0,0,0,1987.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,50,2.77,9,17.5,9.0,18.0,38.0,18.0
248,202450,2024-12-15,50,2024,1511.0,1511.0,51.0,8133.400000000003,83759,688,503.0,37495.0,0.0,0.0,0.0,0,0,2044.04,62587.0,368.0,1955.41,3804.0,0.0,34,11,0,0,0,0,1511.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,50,2.77,23,14.0,11.0,34.0,52.0,34.0
249,202451,2024-12-16,51,2024,2266.0,2266.0,70.0,11461.410000000002,146126,932,1192.0,45587.0,823.72,0.0,0.0,0,0,1990.49,60624.0,360.0,4737.0,7127.0,0.0,86,19,0,0,22,22,1829.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,51,2.46,67,16.0,19.0,86.0,42.0,86.0
250,202451,2024-12-17,51,2024,2862.0,2862.0,64.0,12613.200000000008,150252,1019,1247.0,46568.0,1429.22,0.0,0.0,0,0,1821.4,61596.0,328.0,4778.44,6842.0,0.0,50,21,0,0,0,0,2623.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,51,2.46,29,25.0,21.0,50.0,73.0,50.0
251,202451,2024-12-18,51,2024,2942.0,2942.0,90.0,13233.19999999999,151602,1059,1061.0,45393.0,1835.05,0.0,0.0,0,0,1836.45,55353.0,321.0,4327.95,6549.0,0.0,60,31,0,0,0,0,2783.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,51,2.46,29,51.5,31.0,60.0,84.5,60.0
252,202451,2024-12-19,51,2024,2942.0,2942.0,57.0,12819.259999999998,144303,1008,1008.0,43621.0,93.42,0.0,0.0,0,0,1810.52,59114.0,414.0,4157.64,6142.0,0.0,119,82,0,0,0,0,2743.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,51,2.46,37,27.5,27.5,64.5,52.5,119.0
253,202451,2024-12-20,51,2024,2863.0,2863.0,25.0,11921.579999999998,143426,962,841.0,42041.0,343.61,0.0,0.0,0,0,1292.15,35243.0,398.0,3813.21,5281.0,0.0,45,24,0,0,0,0,2426.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,51,2.46,21,47.5,24.0,45.0,71.5,45.0
254,202451,2024-12-21,51,2024,1988.0,1988.0,38.0,6104.229999999997,67137,581,408.0,38870.0,0.0,0.0,0.0,0,0,594.44,18046.0,350.0,1834.42,3167.0,0.0,24,13,0,0,0,0,1988.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,51,2.46,11,18.0,13.0,24.0,34.0,24.0
255,202451,2024-12-22,51,2024,1908.0,1908.0,27.0,5770.589999999997,62246,552,483.0,43801.0,121.87,0.0,0.0,0,0,545.4,18789.0,188.0,1531.54,3129.0,0.0,23,12,0,0,0,0,1908.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,51,2.46,11,8.5,12.0,23.0,19.5,23.0
256,202452,2024-12-23,52,2024,2583.0,2583.0,31.0,6527.360000000001,76015,607,757.0,48458.0,43.76,0.0,0.0,0,0,543.14,19577.0,154.0,3118.94,4611.0,0.0,15,4,0,0,0,0,2305.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,52,2.69,11,9.5,4.0,15.0,25.0,15.0
257,202452,2024-12-24,52,2024,1669.0,1669.0,75.0,5450.559999999999,60483,541,407.0,41622.0,0.0,0.0,0.0,0,0,489.34,18060.0,178.0,1353.94,3035.0,0.0,27,7,0,0,0,0,1431.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,52,2.69,20,3.5,7.0,27.0,11.0,27.0
258,202452,2024-12-25,52,2024,1948.0,1948.0,122.0,4767.629999999999,46947,490,340.0,34205.0,0.0,0.0,0.0,0,0,523.16,22225.0,186.0,1048.85,2678.0,0.0,7,3,0,0,0,0,1709.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,52,2.69,4,10.5,3.0,7.0,28.0,7.0
259,202452,2024-12-26,52,2024,2225.0,2225.0,85.0,6328.270000000001,70068,600,651.0,43770.0,0.0,0.0,0.0,0,0,514.04,24198.0,169.0,2633.45,4039.0,0.0,29,14,0,0,0,0,2225.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,52,2.69,15,6.0,14.0,29.0,11.5,29.0
260,202452,2024-12-27,52,2024,1470.0,1470.0,43.0,7032.499999999998,82343,645,649.0,44993.0,0.0,0.0,0.0,0,0,500.4500000000001,21996.0,158.0,2390.68,4055.0,0.0,16,9,0,0,0,0,1470.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,52,2.69,7,9.5,9.0,16.0,19.0,16.0
261,202452,2024-12-28,52,2024,1669.0,1669.0,27.0,6257.240000000002,71125,610,494.0,40654.0,75.0,0.0,0.0,0,0,458.85,20784.0,130.0,1574.53,3974.0,0.0,9,5,0,0,0,0,1510.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,52,2.69,4,8.0,5.0,9.0,17.5,9.0
262,202452,2024-12-29,52,2024,2026.0,2026.0,80.0,6273.829999999998,70430,582,552.0,42260.0,0.0,0.0,0.0,0,0,528.36,22159.0,159.0,2018.37,4310.0,0.0,19,7,0,0,0,0,2026.0,0.0,0.0,0.0,12,16251.0,0.0289,-0.0178,52,2.69,12,8.0,7.0,19.0,19.0,19.0
263,202501,2024-12-30,1,2025,1550.0,1550.0,58.0,7474.669999999998,92441,702,822.0,43485.0,0.0,0.0,0.0,0,0,554.78,24482.0,143.0,3316.87,5864.0,0.0,29,11,0,0,0,0,1550.0,0.0,0.0,0.0,12,19703.556135770235,0.027706266318537863,0.005474934725848564,1,1.96,18,12.5,11.0,29.0,21.5,29.0
264,202501,2024-12-31,1,2025,1629.0,1629.0,45.0,8094.040000000001,97873,769,623.0,38358.0,0.0,0.0,0.0,0,0,517.1999999999999,25004.0,166.0,2359.62,4434.0,0.0,24,18,0,0,0,0,1629.0,0.0,0.0,0.0,12,19703.556135770235,0.027706266318537863,0.005474934725848564,1,1.96,6,9.0,18.0,24.0,22.0,24.0
